sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
73,1,34,deterministic,sequence concealed,none,2,2,0.5802,0.8,0,
73,1,35,deterministic,sequence concealed,none,5,5,0.5318,0.8,0,
73,1,36,deterministic,sequence concealed,none,3,3,0.5383,0.8,0,
73,1,37,deterministic,sequence concealed,none,1,1,0.4336,0.8,0,
73,1,38,deterministic,sequence concealed,none,6,5,0.2871,0.8,1,
73,1,39,deterministic,sequence concealed,none,5,5,0.5587,0.8,0,
73,1,40,deterministic,sequence concealed,none,1,1,0.5453,0.8,0,
73,1,41,deterministic,sequence concealed,none,4,4,0.7756,0.8,0,
73,1,42,deterministic,sequence concealed,none,3,3,0.4476,0.8,0,
73,1,43,deterministic,sequence concealed,none,5,5,0.5732,0.8,0,
73,1,44,deterministic,sequence concealed,none,2,2,0.5381,0.8,0,
73,1,45,deterministic,sequence concealed,none,3,3,0.5105,0.8,0,
73,1,46,deterministic,sequence concealed,none,6,6,0.539,0.8,0,
73,1,47,deterministic,sequence concealed,none,1,1,0.4543,0.8,0,
73,1,48,deterministic,sequence concealed,none,3,3,0.5033,0.8,0,
73,1,49,deterministic,sequence concealed,none,2,2,0.587,0.7,0,
73,1,50,deterministic,sequence concealed,none,4,4,0.7126,0.7,0,
73,1,51,deterministic,sequence concealed,none,1,1,0.5597,0.7,0,
73,1,52,deterministic,sequence concealed,none,2,2,0.4337,0.7,0,
73,1,53,deterministic,sequence concealed,none,6,6,0.35,0.7,0,
73,1,54,deterministic,sequence concealed,none,4,4,0.3919,0.7,0,
73,1,55,deterministic,sequence concealed,none,2,2,0.3847,0.7,0,
73,1,56,deterministic,sequence concealed,none,1,1,0.4058,0.7,0,
73,1,57,deterministic,sequence concealed,none,5,5,0.4615,0.7,0,
73,1,58,deterministic,sequence concealed,none,4,4,0.4544,0.7,0,
73,1,59,deterministic,sequence concealed,none,6,6,0.413,0.7,0,
73,1,60,deterministic,sequence concealed,none,3,3,0.4893,0.7,0,
73,1,61,deterministic,sequence concealed,none,4,4,0.6987,0.7,0,
73,1,62,deterministic,sequence concealed,none,5,5,0.4407,0.7,0,
73,1,63,deterministic,sequence concealed,none,6,6,0.329,0.7,0,
73,1,64,deterministic,sequence concealed,none,2,2,0.5034,0.7,0,
73,1,65,deterministic,sequence concealed,none,5,5,0.5733,0.7,0,
73,1,66,deterministic,sequence concealed,none,3,3,0.6779,0.7,0,
73,1,67,deterministic,sequence concealed,none,1,1,0.3221,0.7,0,
73,1,68,deterministic,sequence concealed,none,6,6,0.4684,0.7,0,
73,1,69,deterministic,sequence concealed,none,5,5,0.5034,0.7,0,
73,1,70,deterministic,sequence concealed,none,1,1,0.3711,0.7,0,
73,1,71,deterministic,sequence concealed,none,4,4,0.4826,0.7,0,
73,1,72,deterministic,sequence concealed,none,3,3,0.5312,0.7,0,
73,1,73,deterministic,sequence concealed,none,5,5,0.643,0.6,0,
73,1,74,deterministic,sequence concealed,none,2,2,0.5395,0.6,0,
73,1,75,deterministic,sequence concealed,none,3,3,0.5038,0.6,0,
73,1,76,deterministic,sequence concealed,none,6,6,0.3782,0.6,0,
73,1,77,deterministic,sequence concealed,none,1,1,0.357,0.6,0,
73,1,78,deterministic,sequence concealed,none,3,3,0.4686,0.6,0,
73,1,79,deterministic,sequence concealed,none,2,2,0.4617,0.6,0,
73,1,80,deterministic,sequence concealed,none,4,5,0.3498,0.6,1,
73,1,81,deterministic,sequence concealed,none,1,1,0.3635,0.6,0,
73,1,82,deterministic,sequence concealed,none,2,2,0.4686,0.6,0,
73,1,83,deterministic,sequence concealed,none,6,6,0.3848,0.6,0,
73,1,84,deterministic,sequence concealed,none,4,4,0.4127,0.6,0,
73,1,85,deterministic,sequence concealed,none,2,2,0.3988,0.6,0,
73,1,86,deterministic,sequence concealed,none,1,1,0.3778,0.6,0,
73,1,87,deterministic,sequence concealed,none,5,5,0.5172,0.6,0,
73,1,88,deterministic,sequence concealed,none,4,4,0.7057,0.6,0,
73,1,89,deterministic,sequence concealed,none,6,6,0.4759,0.6,0,
73,1,90,deterministic,sequence concealed,none,3,3,0.8243,0.6,0,
73,1,91,deterministic,sequence concealed,none,4,5,0.5434,0.6,1,
73,1,92,deterministic,sequence concealed,none,5,5,1.0155,0.6,0,
73,1,93,deterministic,sequence concealed,none,6,6,0.5593,0.6,0,
73,1,94,deterministic,sequence concealed,none,2,3,0.4338,0.6,1,
73,1,95,deterministic,sequence concealed,none,5,4,0.4507,0.6,1,
73,1,96,deterministic,sequence concealed,none,3,3,0.7015,0.6,0,
73,1,97,deterministic,sequence concealed,none,1,1,0.522,0.5,0,
73,1,98,deterministic,sequence concealed,none,6,6,0.399,0.5,0,
73,1,99,deterministic,sequence concealed,none,5,5,0.3987,0.5,0,
73,1,100,deterministic,sequence concealed,none,1,1,0.4198,0.5,0,
73,1,101,deterministic,sequence concealed,none,4,4,0.4756,0.5,0,
73,1,102,deterministic,sequence concealed,none,3,3,0.5038,0.5,0,
73,1,103,deterministic,sequence concealed,none,5,5,0.5153,0.5,0,
73,1,104,deterministic,sequence concealed,none,2,2,0.4662,0.5,0,
73,1,105,deterministic,sequence concealed,none,3,3,0.3849,0.5,0,
73,1,106,deterministic,sequence concealed,none,6,6,0.336,0.5,0,
73,1,107,deterministic,sequence concealed,none,1,1,0.3778,0.5,0,
73,1,108,deterministic,sequence concealed,none,3,3,0.4477,0.5,0,
73,1,109,deterministic,sequence concealed,none,2,2,0.4058,0.5,0,
73,1,110,deterministic,sequence concealed,none,4,5,0.4195,0.5,1,
73,1,111,deterministic,sequence concealed,none,1,1,0.3948,0.5,0,
73,1,112,deterministic,sequence concealed,none,2,2,0.3847,0.5,0,
73,1,113,deterministic,sequence concealed,none,6,6,0.3787,0.5,0,
73,1,114,deterministic,sequence concealed,none,4,4,0.4896,0.5,0,
73,1,115,deterministic,sequence concealed,none,2,2,0.5172,0.5,0,
73,1,116,deterministic,sequence concealed,none,1,1,0.4881,0.5,0,
73,1,117,deterministic,sequence concealed,none,5,5,0.5662,0.5,0,
73,1,118,deterministic,sequence concealed,none,4,4,0.5244,0.5,0,
73,1,119,deterministic,sequence concealed,none,6,6,0.343,0.5,0,
73,1,120,deterministic,sequence concealed,none,3,3,0.4546,0.5,0,
73,1,121,deterministic,sequence concealed,none,4,4,0.4406,0.5,0,
73,1,122,deterministic,sequence concealed,none,5,5,0.4897,0.5,0,
73,1,123,deterministic,sequence concealed,none,6,6,0.3779,0.5,0,
73,1,124,deterministic,sequence concealed,none,2,3,0.4684,0.5,1,
73,1,125,deterministic,sequence concealed,none,5,5,0.4714,0.5,0,
73,1,126,deterministic,sequence concealed,none,3,3,0.4551,0.5,0,
73,1,127,deterministic,sequence concealed,none,1,1,0.336,0.5,0,
73,1,128,deterministic,sequence concealed,none,6,6,0.6778,0.5,0,
73,1,129,deterministic,sequence concealed,none,5,5,0.699,0.5,0,
73,1,130,deterministic,sequence concealed,none,1,1,0.4876,0.5,0,
73,1,131,deterministic,sequence concealed,none,4,4,0.6429,0.5,0,
73,1,132,deterministic,sequence concealed,none,3,3,0.5498,0.5,0,
73,1,133,deterministic,sequence concealed,none,5,5,0.4897,0.5,0,
73,1,134,deterministic,sequence concealed,none,2,2,0.3917,0.5,0,
73,1,135,deterministic,sequence concealed,none,3,3,0.4407,0.5,0,
73,1,136,deterministic,sequence concealed,none,6,6,0.3012,0.5,0,
73,1,137,deterministic,sequence concealed,none,1,1,0.2947,0.5,0,
73,1,138,deterministic,sequence concealed,none,3,3,0.4824,0.5,0,
73,1,139,deterministic,sequence concealed,none,2,2,0.4125,0.5,0,
73,1,140,deterministic,sequence concealed,none,4,4,0.5176,0.5,0,
73,1,141,deterministic,sequence concealed,none,1,1,0.4197,0.5,0,
73,1,142,deterministic,sequence concealed,none,2,2,0.4546,0.5,0,
73,1,143,deterministic,sequence concealed,none,6,6,0.5733,0.5,0,
73,1,144,deterministic,sequence concealed,none,4,5,0.6083,0.5,1,
73,2,145,deterministic,sequence concealed,none,2,2,0.5835,0.5,0,
73,2,146,deterministic,sequence concealed,none,1,1,0.4595,0.5,0,
73,2,147,deterministic,sequence concealed,none,5,5,0.4336,0.5,0,
73,2,148,deterministic,sequence concealed,none,4,4,0.5384,0.5,0,
73,2,149,deterministic,sequence concealed,none,6,6,0.5037,0.5,0,
73,2,150,deterministic,sequence concealed,none,3,3,0.4525,0.5,0,
73,2,151,deterministic,sequence concealed,none,4,5,0.2597,0.5,1,
73,2,152,deterministic,sequence concealed,none,5,5,0.3914,0.5,0,
73,2,153,deterministic,sequence concealed,none,6,6,0.3149,0.5,0,
73,2,154,deterministic,sequence concealed,none,2,2,0.5036,0.5,0,
73,2,155,deterministic,sequence concealed,none,5,5,0.4412,0.5,0,
73,2,156,deterministic,sequence concealed,none,3,2,0.4197,0.5,1,
73,2,157,deterministic,sequence concealed,none,1,1,0.4713,0.5,0,
73,2,158,deterministic,sequence concealed,none,6,6,0.5386,0.5,0,
73,2,159,deterministic,sequence concealed,none,5,5,0.601,0.5,0,
73,2,160,deterministic,sequence concealed,none,1,1,0.5291,0.5,0,
73,2,161,deterministic,sequence concealed,none,4,4,0.4663,0.5,0,
73,2,162,deterministic,sequence concealed,none,3,3,0.4826,0.5,0,
73,2,163,deterministic,sequence concealed,none,5,5,0.5452,0.5,0,
73,2,164,deterministic,sequence concealed,none,2,2,0.5082,0.5,0,
73,2,165,deterministic,sequence concealed,none,3,3,0.4692,0.5,0,
73,2,166,deterministic,sequence concealed,none,6,6,0.4058,0.5,0,
73,2,167,deterministic,sequence concealed,none,1,1,0.3357,0.5,0,
73,2,168,deterministic,sequence concealed,none,3,3,0.4894,0.5,0,
73,2,169,deterministic,sequence concealed,none,2,2,0.3711,0.5,0,
73,2,170,deterministic,sequence concealed,none,4,5,0.4754,0.5,1,
73,2,171,deterministic,sequence concealed,none,1,4,0.0913,0.5,1,
73,2,172,deterministic,sequence concealed,none,2,2,0.5448,0.5,0,
73,2,173,deterministic,sequence concealed,none,6,6,0.5428,0.5,0,
73,2,174,deterministic,sequence concealed,none,4,4,0.5009,0.5,0,
73,2,175,deterministic,sequence concealed,none,2,2,0.5359,0.5,0,
73,2,176,deterministic,sequence concealed,none,1,1,0.4268,0.5,0,
73,2,177,deterministic,sequence concealed,none,5,5,0.6637,0.5,0,
73,2,178,deterministic,sequence concealed,none,4,4,0.5159,0.5,0,
73,2,179,deterministic,sequence concealed,none,6,6,0.4524,0.5,0,
73,2,180,deterministic,sequence concealed,none,3,3,0.4126,0.5,0,
73,2,181,deterministic,sequence concealed,none,4,4,0.4755,0.5,0,
73,2,182,deterministic,sequence concealed,none,5,5,0.3709,0.5,0,
73,2,183,deterministic,sequence concealed,none,6,6,0.301,0.5,0,
73,2,184,deterministic,sequence concealed,none,2,2,0.6289,0.5,0,
73,2,185,deterministic,sequence concealed,none,5,5,0.5711,0.5,0,
73,2,186,deterministic,sequence concealed,none,3,3,0.5575,0.5,0,
73,2,187,deterministic,sequence concealed,none,1,1,0.4755,0.5,0,
73,2,188,deterministic,sequence concealed,none,6,6,0.3708,0.5,0,
73,2,189,deterministic,sequence concealed,none,5,5,0.4893,0.5,0,
73,2,190,deterministic,sequence concealed,none,1,1,0.5524,0.5,0,
73,2,191,deterministic,sequence concealed,none,4,4,0.48,0.5,0,
73,2,192,deterministic,sequence concealed,none,3,3,0.4755,0.5,0,
73,2,193,deterministic,sequence concealed,none,5,5,0.4616,0.5,0,
73,2,194,deterministic,sequence concealed,none,2,2,0.4895,0.5,0,
73,2,195,deterministic,sequence concealed,none,3,3,0.4615,0.5,0,
73,2,196,deterministic,sequence concealed,none,6,6,0.4062,0.5,0,
73,2,197,deterministic,sequence concealed,none,1,1,0.3431,0.5,0,
73,2,198,deterministic,sequence concealed,none,3,3,0.4196,0.5,0,
73,2,199,deterministic,sequence concealed,none,2,2,0.3779,0.5,0,
73,2,200,deterministic,sequence concealed,none,4,4,0.4894,0.5,0,
73,2,201,deterministic,sequence concealed,none,1,2,0.364,0.5,1,
73,2,202,deterministic,sequence concealed,none,2,2,0.4401,0.5,0,
73,2,203,deterministic,sequence concealed,none,6,6,0.4475,0.5,0,
73,2,204,deterministic,sequence concealed,none,4,4,0.6227,0.5,0,
73,2,205,deterministic,sequence concealed,none,2,2,0.5101,0.5,0,
73,2,206,deterministic,sequence concealed,none,1,1,0.4689,0.5,0,
73,2,207,deterministic,sequence concealed,none,5,5,0.6081,0.5,0,
73,2,208,deterministic,sequence concealed,none,4,4,0.3688,0.5,0,
73,2,209,deterministic,sequence concealed,none,6,6,0.4825,0.5,0,
73,2,210,deterministic,sequence concealed,none,3,4,0.3988,0.5,1,
73,2,211,deterministic,sequence concealed,none,4,5,0.3983,0.5,1,
73,2,212,deterministic,sequence concealed,none,5,5,0.4125,0.5,0,
73,2,213,deterministic,sequence concealed,none,6,6,0.336,0.5,0,
73,2,214,deterministic,sequence concealed,none,2,2,0.594,0.5,0,
73,2,215,deterministic,sequence concealed,none,5,5,0.4873,0.5,0,
73,2,216,deterministic,sequence concealed,none,3,3,0.4198,0.5,0,
73,2,217,deterministic,sequence concealed,none,1,1,0.2667,0.5,0,
73,2,218,deterministic,sequence concealed,none,6,6,0.4265,0.5,0,
73,2,219,deterministic,sequence concealed,none,5,5,0.4825,0.5,0,
73,2,220,deterministic,sequence concealed,none,1,1,0.3918,0.5,0,
73,2,221,deterministic,sequence concealed,none,4,5,0.329,0.5,1,
73,2,222,deterministic,sequence concealed,none,3,3,0.4642,0.5,0,
73,2,223,deterministic,sequence concealed,none,5,5,0.336,0.5,0,
73,2,224,deterministic,sequence concealed,none,2,1,0.3849,0.5,1,
73,2,225,deterministic,sequence concealed,none,3,3,0.4822,0.5,0,
73,2,226,deterministic,sequence concealed,none,6,6,0.4686,0.5,0,
73,2,227,deterministic,sequence concealed,none,1,1,0.3916,0.5,0,
73,2,228,deterministic,sequence concealed,none,3,3,0.4966,0.5,0,
73,2,229,deterministic,sequence concealed,none,2,2,0.5382,0.5,0,
73,2,230,deterministic,sequence concealed,none,4,4,0.4668,0.5,0,
73,2,231,deterministic,sequence concealed,none,1,1,0.336,0.5,0,
73,2,232,deterministic,sequence concealed,none,2,2,0.5175,0.5,0,
73,2,233,deterministic,sequence concealed,none,6,6,0.4477,0.5,0,
73,2,234,deterministic,sequence concealed,none,4,4,0.5173,0.5,0,
73,2,235,deterministic,sequence concealed,none,2,2,0.5361,0.5,0,
73,2,236,deterministic,sequence concealed,none,1,1,0.5314,0.5,0,
73,2,237,deterministic,sequence concealed,none,5,4,0.3543,0.5,1,
73,2,238,deterministic,sequence concealed,none,4,4,0.4263,0.5,0,
73,2,239,deterministic,sequence concealed,none,6,6,0.4406,0.5,0,
73,2,240,deterministic,sequence concealed,none,3,3,0.5596,0.5,0,
73,2,241,deterministic,sequence concealed,none,4,4,0.385,0.5,0,
73,2,242,deterministic,sequence concealed,none,5,5,0.4823,0.5,0,
73,2,243,deterministic,sequence concealed,none,6,6,0.2522,0.5,0,
73,2,244,deterministic,sequence concealed,none,2,2,0.4057,0.5,0,
73,2,245,deterministic,sequence concealed,none,5,5,0.4754,0.5,0,
73,2,246,deterministic,sequence concealed,none,3,3,0.4544,0.5,0,
73,2,247,deterministic,sequence concealed,none,1,1,0.3012,0.5,0,
73,2,248,deterministic,sequence concealed,none,6,6,0.4962,0.5,0,
73,2,249,deterministic,sequence concealed,none,5,5,0.4196,0.5,0,
73,2,250,deterministic,sequence concealed,none,1,1,0.399,0.5,0,
73,2,251,deterministic,sequence concealed,none,4,4,0.5661,0.5,0,
73,2,252,deterministic,sequence concealed,none,3,3,0.4825,0.5,0,
73,2,253,deterministic,sequence concealed,none,5,5,0.4963,0.5,0,
73,2,254,deterministic,sequence concealed,none,2,2,0.343,0.5,0,
73,2,255,deterministic,sequence concealed,none,3,3,0.3639,0.5,0,
73,2,256,deterministic,sequence concealed,none,6,6,0.4405,0.5,0,
73,2,257,deterministic,sequence concealed,none,1,1,0.3567,0.5,0,
73,2,258,deterministic,sequence concealed,none,3,3,0.3711,0.5,0,
73,2,259,deterministic,sequence concealed,none,2,1,0.3011,0.5,1,
73,2,260,deterministic,sequence concealed,none,4,4,0.5868,0.5,0,
73,2,261,deterministic,sequence concealed,none,1,1,0.5155,0.5,0,
73,2,262,deterministic,sequence concealed,none,2,2,0.4593,0.5,0,
73,2,263,deterministic,sequence concealed,none,6,6,0.3429,0.5,0,
73,2,264,deterministic,sequence concealed,none,4,4,0.4476,0.5,0,
73,2,265,deterministic,sequence concealed,none,2,2,0.4405,0.5,0,
73,2,266,deterministic,sequence concealed,none,1,1,0.301,0.5,0,
73,2,267,deterministic,sequence concealed,none,5,5,0.573,0.5,0,
73,2,268,deterministic,sequence concealed,none,4,4,0.4132,0.5,0,
73,2,269,deterministic,sequence concealed,none,6,6,0.3501,0.5,0,
73,2,270,deterministic,sequence concealed,none,3,3,0.5453,0.5,0,
73,2,271,deterministic,sequence concealed,none,4,4,0.5593,0.5,0,
73,2,272,deterministic,sequence concealed,none,5,5,0.4178,0.5,0,
73,2,273,deterministic,sequence concealed,none,6,6,0.2523,0.5,0,
73,2,274,deterministic,sequence concealed,none,2,2,0.5105,0.5,0,
73,2,275,deterministic,sequence concealed,none,5,5,0.4406,0.5,0,
73,2,276,deterministic,sequence concealed,none,3,4,0.3779,0.5,1,
73,2,277,deterministic,sequence concealed,none,1,1,0.4123,0.5,0,
73,2,278,deterministic,sequence concealed,none,6,6,0.3917,0.5,0,
73,2,279,deterministic,sequence concealed,none,5,5,0.5805,0.5,0,
73,2,280,deterministic,sequence concealed,none,1,1,0.4337,0.5,0,
73,2,281,deterministic,sequence concealed,none,4,4,0.4475,0.5,0,
73,2,282,deterministic,sequence concealed,none,3,3,0.4057,0.5,0,
73,2,283,deterministic,sequence concealed,none,5,4,0.4477,0.5,1,
73,2,284,deterministic,sequence concealed,none,2,2,0.4504,0.5,0,
73,2,285,deterministic,sequence concealed,none,3,3,0.5943,0.5,0,
73,2,286,deterministic,sequence concealed,none,6,6,0.5035,0.5,0,
73,2,287,deterministic,sequence concealed,none,1,1,0.4874,0.5,0,
73,2,288,deterministic,sequence concealed,none,3,3,0.3995,0.5,0,
73,3,289,deterministic,sequence concealed,none,2,2,0.4451,0.5,0,
73,3,290,deterministic,sequence concealed,none,4,4,0.4614,0.5,0,
73,3,291,deterministic,sequence concealed,none,1,1,0.3149,0.5,0,
73,3,292,deterministic,sequence concealed,none,2,2,0.4546,0.5,0,
73,3,293,deterministic,sequence concealed,none,6,6,0.4061,0.5,0,
73,3,294,deterministic,sequence concealed,none,4,5,0.4056,0.5,1,
73,3,295,deterministic,sequence concealed,none,2,2,0.4054,0.5,0,
73,3,296,deterministic,sequence concealed,none,1,1,0.4202,0.5,0,
73,3,297,deterministic,sequence concealed,none,5,4,0.3567,0.5,1,
73,3,298,deterministic,sequence concealed,none,4,4,0.4016,0.5,0,
73,3,299,deterministic,sequence concealed,none,6,6,0.3992,0.5,0,
73,3,300,deterministic,sequence concealed,none,3,2,0.3431,0.5,1,
73,3,301,deterministic,sequence concealed,none,4,3,0.4229,0.5,1,
73,3,302,deterministic,sequence concealed,none,5,5,0.5277,0.5,0,
73,3,303,deterministic,sequence concealed,none,6,6,0.4826,0.5,0,
73,3,304,deterministic,sequence concealed,none,2,2,0.5522,0.5,0,
73,3,305,deterministic,sequence concealed,none,5,6,0.341,0.5,1,
73,3,306,deterministic,sequence concealed,none,3,3,0.741,0.5,0,
73,3,307,deterministic,sequence concealed,none,1,1,0.5363,0.5,0,
73,3,308,deterministic,sequence concealed,none,6,6,0.3848,0.5,0,
73,3,309,deterministic,sequence concealed,none,5,5,0.3988,0.5,0,
73,3,310,deterministic,sequence concealed,none,1,1,0.4406,0.5,0,
73,3,311,deterministic,sequence concealed,none,4,4,0.4616,0.5,0,
73,3,312,deterministic,sequence concealed,none,3,3,0.4825,0.5,0,
73,3,313,deterministic,sequence concealed,none,5,5,0.5871,0.5,0,
73,3,314,deterministic,sequence concealed,none,2,2,0.4872,0.5,0,
73,3,315,deterministic,sequence concealed,none,3,3,0.4826,0.5,0,
73,3,316,deterministic,sequence concealed,none,6,6,0.336,0.5,0,
73,3,317,deterministic,sequence concealed,none,1,1,0.42,0.5,0,
73,3,318,deterministic,sequence concealed,none,3,3,0.4058,0.5,0,
73,3,319,deterministic,sequence concealed,none,2,2,0.4126,0.5,0,
73,3,320,deterministic,sequence concealed,none,4,5,0.4964,0.5,1,
73,3,321,deterministic,sequence concealed,none,1,1,0.3039,0.5,0,
73,3,322,deterministic,sequence concealed,none,2,2,0.5662,0.5,0,
73,3,323,deterministic,sequence concealed,none,6,6,0.466,0.5,0,
73,3,324,deterministic,sequence concealed,none,4,4,0.3428,0.5,0,
73,3,325,deterministic,sequence concealed,none,2,2,0.6778,0.5,0,
73,3,326,deterministic,sequence concealed,none,1,1,0.4617,0.5,0,
73,3,327,deterministic,sequence concealed,none,5,5,0.6149,0.5,0,
73,3,328,deterministic,sequence concealed,none,4,4,0.6689,0.5,0,
73,3,329,deterministic,sequence concealed,none,6,6,0.4461,0.5,0,
73,3,330,deterministic,sequence concealed,none,3,4,0.2871,0.5,1,
73,3,331,deterministic,sequence concealed,none,4,5,0.2761,0.5,1,
73,3,332,deterministic,sequence concealed,none,5,5,0.4123,0.5,0,
73,3,333,deterministic,sequence concealed,none,6,6,0.3012,0.5,0,
73,3,334,deterministic,sequence concealed,none,2,2,0.4895,0.5,0,
73,3,335,deterministic,sequence concealed,none,5,4,0.4058,0.5,1,
73,3,336,deterministic,sequence concealed,none,3,3,0.6039,0.5,0,
73,3,337,deterministic,sequence concealed,none,1,1,0.4455,0.5,0,
73,3,338,deterministic,sequence concealed,none,6,6,0.329,0.5,0,
73,3,339,deterministic,sequence concealed,none,5,5,0.5522,0.5,0,
73,3,340,deterministic,sequence concealed,none,1,1,0.3832,0.5,0,
73,3,341,deterministic,sequence concealed,none,4,4,0.5456,0.5,0,
73,3,342,deterministic,sequence concealed,none,3,2,0.5873,0.5,1,
73,3,343,deterministic,sequence concealed,none,5,5,0.4942,0.5,0,
73,3,344,deterministic,sequence concealed,none,2,2,0.4407,0.5,0,
73,3,345,deterministic,sequence concealed,none,3,3,0.4476,0.5,0,
73,3,346,deterministic,sequence concealed,none,6,6,0.4753,0.5,0,
73,3,347,deterministic,sequence concealed,none,1,1,0.3499,0.5,0,
73,3,348,deterministic,sequence concealed,none,3,3,0.4134,0.5,0,
73,3,349,deterministic,sequence concealed,none,2,2,0.4196,0.5,0,
73,3,350,deterministic,sequence concealed,none,4,3,0.5661,0.5,1,
73,3,351,deterministic,sequence concealed,none,1,1,0.4384,0.5,0,
73,3,352,deterministic,sequence concealed,none,2,3,0.3151,0.5,1,
73,3,353,deterministic,sequence concealed,none,6,5,0.353,0.5,1,
73,3,354,deterministic,sequence concealed,none,4,4,0.4226,0.5,0,
73,3,355,deterministic,sequence concealed,none,2,2,0.5523,0.5,0,
73,3,356,deterministic,sequence concealed,none,1,1,0.3849,0.5,0,
73,3,357,deterministic,sequence concealed,none,5,5,0.5314,0.5,0,
73,3,358,deterministic,sequence concealed,none,4,4,0.4619,0.5,0,
73,3,359,deterministic,sequence concealed,none,6,6,0.3569,0.5,0,
73,3,360,deterministic,sequence concealed,none,3,3,0.4545,0.5,0,
73,3,361,deterministic,sequence concealed,none,4,4,0.5383,0.5,0,
73,3,362,deterministic,sequence concealed,none,5,5,0.5801,0.5,0,
73,3,363,deterministic,sequence concealed,none,6,6,0.3919,0.5,0,
73,3,364,deterministic,sequence concealed,none,2,3,0.4965,0.5,1,
73,3,365,deterministic,sequence concealed,none,5,4,0.6637,0.5,1,
73,3,366,deterministic,sequence concealed,none,3,3,0.5317,0.5,0,
73,3,367,deterministic,sequence concealed,none,1,1,0.4797,0.5,0,
73,3,368,deterministic,sequence concealed,none,6,6,0.5174,0.5,0,
73,3,369,deterministic,sequence concealed,none,5,5,0.42,0.5,0,
73,3,370,deterministic,sequence concealed,none,1,1,0.4196,0.5,0,
73,3,371,deterministic,sequence concealed,none,4,4,0.4197,0.5,0,
73,3,372,deterministic,sequence concealed,none,3,2,0.3428,0.5,1,
73,3,373,deterministic,sequence concealed,none,5,6,0.3567,0.5,1,
73,3,374,deterministic,sequence concealed,none,2,2,0.4051,0.5,0,
73,3,375,deterministic,sequence concealed,none,3,3,0.4826,0.5,0,
73,3,376,deterministic,sequence concealed,none,6,6,0.4127,0.5,0,
73,3,377,deterministic,sequence concealed,none,1,1,0.3568,0.5,0,
73,3,378,deterministic,sequence concealed,none,3,4,0.3988,0.5,1,
73,3,379,deterministic,sequence concealed,none,2,3,0.5061,0.5,1,
73,3,380,deterministic,sequence concealed,none,4,4,0.8364,0.5,0,
73,3,381,deterministic,sequence concealed,none,1,1,0.4106,0.5,0,
73,3,382,deterministic,sequence concealed,none,2,2,0.5244,0.5,0,
73,3,383,deterministic,sequence concealed,none,6,6,0.5014,0.5,0,
73,3,384,deterministic,sequence concealed,none,4,4,0.5373,0.5,0,
73,3,385,deterministic,sequence concealed,none,2,2,0.3714,0.5,0,
73,3,386,deterministic,sequence concealed,none,1,1,0.2941,0.5,0,
73,3,387,deterministic,sequence concealed,none,5,5,0.5037,0.5,0,
