Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,309.4451093003154,,,,,,,,,,,,309.44101450033486,309.93724360037595,,,[],[],,,,,,,,,,4.6073135999031365,None,,,,,,,,,,Blume,sauber,"['Blume', 'sauber']",test_sub,2,,,,,,309.44095030007884,309.4409885001369,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",309.9372543999925,309.9398918002844,None,309.9400170003064,309.9414338003844,None,,,309.9415422002785,309.94326040009037,None,309.943367600441,309.94451430020854,309.9445266001858,315.9479377004318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,315.95775030041113,,,,,,,,,,,,315.9482091004029,316.4398005004041,,,[],[],,,,,,,,,,1.8078499999828637,None,,,,,Fahrrad,,,,,Fahrrad,neu,"['Fahrrad', 'neu']",test_sub,2,,,,,,315.94814580027014,315.9481818000786,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",316.439811100252,316.44257300021127,None,316.4426950002089,316.44526680000126,None,,,316.44537890003994,316.4479593001306,None,316.44806640036404,316.44926460040733,316.4492769003846,322.45454970002174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,322.46433430025354,,,,,,,,,,,,322.45482970029116,322.946402200032,,,[],[],,,,,,,,,,1.5774552999064326,None,,,,,Geige,,,,,Geige,biegsam,"['Geige', 'biegsam']",test_sub,2,,,,,,322.4547626003623,322.45480100018904,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",322.94641330000013,322.9489614004269,None,322.94908570032567,322.95146450027823,None,,,322.9515746003017,322.9540925002657,None,322.9542008000426,322.9553573001176,322.95536970021203,328.9617869001813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,328.97158090025187,,,,,,,,,,,,328.9620690001175,329.45370650012046,,,[],[],,,,,,,,,,1.858459500130266,None,,,,,Trommel,,,,,Trommel,hohl,"['Trommel', 'hohl']",test_sub,2,,,,,,328.9620015001856,328.96204020036384,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",329.4537172000855,329.45647340035066,None,329.45659580035135,329.45916790002957,None,,,329.4592751003802,329.4618206000887,None,329.4619281999767,329.46311160037294,329.46312370011583,335.4713722001761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,335.481180800125,,,,,,,,,,,,335.47165620001033,335.96328820008785,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Lampe,strahlend,"['Lampe', 'strahlend']",restudy,2,,,,,,335.47158760018647,335.47162770014256,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",335.96329910028726,335.96587439998984,None,335.9659975999966,341.9760858002119,3,1.78945600008592,None,341.9763852003962,341.97918100003153,None,341.9792944001965,341.98061080044135,341.98062280006707,341.9821936003864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,341.9855129001662,,,,,,,,,,,,341.9824820002541,342.47779890010133,,,[],[],,,,,,,,,,2.2783396998420358,None,,,,,Bürste,,,,,Bürste,nachhaltig,"['Bürste', 'nachhaltig']",test_sub,2,,,,,,341.98241510009393,341.98245520005,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",342.4778101001866,342.48070600023493,None,342.48083350015804,342.4822721001692,None,,,342.48238000040874,342.48381980042905,None,342.48392730019987,342.4850925002247,342.4851050004363,348.48874430032447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,348.4986431002617,,,,,,,,,,,,348.4890267001465,348.9808292002417,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Jacke,flauschig,"['Jacke', 'flauschig']",restudy,2,,,,,,348.4889607001096,348.48899880005047,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",348.98084070021287,348.9836230003275,None,348.98374780034646,354.9911956000142,3,1.6682199998758733,None,354.99149000039324,354.99425270035863,None,354.9943656004034,354.99553900025785,354.99555110000074,354.99711410002783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,355.00057780044153,,,,,,,,,,,,354.99739790009335,355.4927546000108,,,[],[],,,,,,,,,,4.155776999890804,None,,,,,Würfel,,,,,Socke,klobig,"['Socke', 'klobig']",test_sub,2,,,,,,354.9973315000534,354.9973707003519,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",355.49276620009914,355.4955699001439,None,355.4956937003881,355.4971394003369,None,,,355.4972519003786,355.49885700037703,None,355.4989700000733,355.5001586000435,355.5001716003753,361.50356670003384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,361.51347210025415,,,,,,,,,,,,361.5038380003534,361.9955570003949,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Brille,hübsch,"['Brille', 'hübsch']",restudy,2,,,,,,361.5037732999772,361.50380970025435,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",361.9955675001256,361.9983318001032,None,361.9984526000917,368.0029984000139,1,1.7734667998738587,None,368.0032949000597,368.0060023004189,None,368.0061130002141,368.00730260042474,368.0073142000474,368.00880030030385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,368.01246150024235,,,,,,,,,,,,368.0090819001198,368.5045153000392,,,[],[],,,,,,,,,,2.648872799705714,None,,,,,Uhr,,,,,Uhr,krumm,"['Uhr', 'krumm']",test_sub,2,,,,,,368.00901660043746,368.0090550002642,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",368.50452690012753,368.5072712004185,None,368.5073957000859,368.5086865001358,None,,,368.508794200141,368.5100849000737,None,368.51019250042737,368.51120720012113,368.51121979998425,374.5143354004249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,374.52420610003173,,,,,,,,,,,,374.51461170008406,375.00639520026743,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Buch,kratzig,"['Buch', 'kratzig']",test_sub,2,,,,,,374.5145452003926,374.5145811000839,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",375.00640630023554,375.0090048001148,None,375.00912940036505,375.0116062001325,None,,,375.01171430014074,375.0140953999944,None,375.01420300034806,375.01524930028245,375.0152616002597,381.0210114000365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,381.03082590037957,,,,,,,,,,,,381.0212915004231,381.51285290019587,,,[],[],,,,,,,,,,2.6115839001722634,None,,,,,Kiste,,,,,Kiste,niedlich,"['Kiste', 'niedlich']",test_sub,2,,,,,,381.021225000266,381.02126310020685,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",381.5128638003953,381.51556219998747,None,381.51568390009925,381.51820780010894,None,,,381.5183166000061,381.5208297003992,None,381.520938700065,381.5221023000777,381.5221146000549,387.52769210003316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,387.5374971004203,,,,,,,,,,,,387.52797290030867,388.0199324004352,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Rucksack,elegant,"['Rucksack', 'elegant']",restudy,2,,,,,,387.5279058003798,387.52794410008937,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",388.01994280004874,388.022740600165,None,388.02286080038175,394.0237716999836,1,1.957227099686861,None,394.0240684002638,394.02694400027394,None,394.02705650031567,394.0284077003598,394.0284198001027,394.02994600031525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,394.033202000428,,,,,,,,,,,,394.0302310003899,394.52531860023737,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Kette,schlicht,"['Kette', 'schlicht']",test_sub,2,,,,,,394.03016460034996,394.03020410006866,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",394.52533050021157,394.528074900154,None,394.52820080006495,394.52963100001216,None,,,394.5297395000234,394.5311751002446,None,394.5312834000215,394.532442800235,394.5324554000981,400.5358987003565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,400.5457004001364,,,,,,,,,,,,400.53618300007656,401.02772170025855,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Vase,dunkel,"['Vase', 'dunkel']",restudy,2,,,,,,400.5361175001599,400.5361542003229,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",401.02773460000753,401.03041550004855,None,401.03054050030187,407.032262600027,2,3.6933595999144018,None,407.032570600044,407.0351201002486,None,407.03523180028424,407.03639050014317,407.0364020001143,407.0375765003264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,407.0417298004031,,,,,,,,,,,,407.0378773002885,407.53392010042444,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Löffel,dick,"['Löffel', 'dick']",restudy,2,,,,,,407.03780840011314,407.0378493000753,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",407.53393110027537,407.5366430003196,None,407.5367662003264,413.54055890021846,1,1.9315333999693394,None,413.5408537001349,413.54351220000535,None,413.5436247000471,413.5447945999913,413.5448062000796,413.54584760032594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,413.5499758999795,,,,,,,,,,,,413.54613010026515,414.0421178000979,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Schere,schmutzig,"['Schere', 'schmutzig']",restudy,2,,,,,,413.54606410022825,413.54610290005803,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",414.0421288004145,414.0446699000895,None,414.04479330033064,420.0524462000467,1,1.8791903997771442,None,420.0527403000742,420.05548840016127,None,420.0555996000767,420.05687140021473,420.05688330018893,420.05812290031463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,420.0618859999813,,,,,,,,,,,,420.0584050002508,420.5540579999797,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Hammer,kurz,"['Hammer', 'kurz']",restudy,2,,,,,,420.05833959998563,420.0583782000467,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",420.5540689001791,420.5573743004352,None,420.5575027000159,426.56362130027264,1,2.0066022998653352,None,426.5639096000232,426.5664028003812,None,426.56651590019464,426.56777850026265,426.56779030011967,426.5688107004389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,426.57310050027445,,,,,,,,,,,,426.569093500264,427.06520500034094,,,[],[],,,,,,,,,,1.8752108002081513,None,,,,,Hut,,,,,Hut,rustikal,"['Hut', 'rustikal']",test_sub,2,,,,,,426.569028200116,426.5690663000569,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",427.06521600019187,427.06758550042287,None,427.06770860031247,427.0689731002785,None,,,427.06907960027456,427.0703450003639,None,427.0704526002519,427.0714520001784,427.0714644002728,433.07377160014585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,433.0835528001189,,,,,,,,,,,,433.07405400043353,433.56572770001367,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Tasse,praktisch,"['Tasse', 'praktisch']",restudy,2,,,,,,433.07398790027946,433.0740253003314,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",433.5657390002161,433.5685478001833,None,433.5686708004214,439.5709798000753,3,1.8912802999839187,None,439.5712694004178,439.57401640014723,None,439.5741292000748,439.575402200222,439.57541400007904,439.5769435004331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,439.5804619002156,,,,,,,,,,,,439.57722300011665,440.0726067000069,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Würfel,schwer,"['Würfel', 'schwer']",restudy,2,,,,,,439.577157900203,439.5771966003813,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",440.0726174004376,440.07535910001025,None,440.075480400119,446.0793080003932,1,1.808517700061202,None,446.0796068003401,446.08241070015356,None,446.08252570033073,446.0837125000544,446.0837241001427,446.0849045002833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,446.08882560022175,,,,,,,,,,,,446.08519180025905,446.5812165001407,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Telefon,groß,"['Telefon', 'groß']",test_sub,2,,,,,,446.08512580022216,446.08516460005194,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",446.5812278999947,446.583978000097,None,446.5841081002727,446.58557730028406,None,,,446.58568720007315,446.5871383002959,None,446.5872462000698,446.5884434999898,446.5884560002014,452.59164310013875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,452.60145660024136,,,,,,,,,,,,452.5919242003001,453.08332930039614,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Tasche,matt,"['Tasche', 'matt']",test_sub,2,,,,,,452.5918580000289,452.59189520031214,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",453.0833401000127,453.08595760026947,None,453.0860826000571,453.08861940028146,None,,,453.08872920041904,453.0911395000294,None,453.09124860027805,453.0924406000413,453.09245290001854,459.0982978004031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
